demand,phase,mask,facility_ids,facilities,mean,mean_se,expected6,exact_target,band,rounded_target,achievement6,expected8
flat,2,33,12001_12006,식량+정밀장비,10345.095833333333,38.30430814056212,62070.575,77588.21875,10,75500,0.8221268211920529,82760.76666666666
flat,2,34,12002_12006,약품+정밀장비,10376.347395833332,37.36419571930417,62258.08437499999,77822.60546875,10,75500,0.8246103890728476,83010.77916666666
flat,2,35,12001_12002_12006,식량+약품+정밀장비,9493.717708333334,37.03155312989983,56962.30625,71202.8828125,10,75500,0.7544676324503311,75949.74166666667
flat,2,36,12003_12006,공구+정밀장비,10401.4578125,36.77133489683149,62408.746875000004,78010.93359375,10,75500,0.8266059188741722,83211.6625
flat,2,37,12001_12003_12006,식량+공구+정밀장비,9571.581770833332,36.431616858063855,57429.49062499999,71786.86328125,10,75500,0.7606555049668873,76572.65416666666
flat,2,38,12002_12003_12006,약품+공구+정밀장비,9393.2703125,35.70980377109156,56359.621875000004,70449.52734375,9,66700,0.8449718422038981,75146.1625
flat,2,39,12001_12002_12003_12006,식량+약품+공구+정밀장비,8618.957291666668,35.25344842322714,51713.74375000001,64642.17968750001,9,66700,0.7753184970014994,68951.65833333334
flat,2,40,12004_12006,전력·통신+정밀장비,10905.605208333332,36.524258757394925,65433.63124999999,81792.0390625,11,86000,0.7608561773255813,87244.84166666666
flat,2,41,12001_12004_12006,식량+전력·통신+정밀장비,10243.722916666668,36.4911131347178,61462.33750000001,76827.921875,10,75500,0.8140706953642385,81949.78333333334
flat,2,42,12002_12004_12006,약품+전력·통신+정밀장비,10126.303645833334,36.00762298405286,60757.821875,75947.27734375,10,75500,0.8047393625827814,81010.42916666667
flat,2,43,12001_12002_12004_12006,식량+약품+전력·통신+정밀장비,9210.233854166667,35.306846165596035,55261.403125,69076.75390625,9,66700,0.8285067934782608,73681.87083333333
flat,2,44,12003_12004_12006,공구+전력·통신+정밀장비,10170.260416666666,35.38910795534318,61021.5625,76276.953125,10,75500,0.8082326158940397,81362.08333333333
flat,2,45,12001_12003_12004_12006,식량+공구+전력·통신+정밀장비,9275.895833333334,34.80410821393336,55655.375,69569.21875,9,66700,0.8344134182908546,74207.16666666667
flat,2,46,12002_12003_12004_12006,약품+공구+전력·통신+정밀장비,9109.245833333332,34.32947917200576,54655.47499999999,68319.34375,9,66700,0.8194224137931033,72873.96666666666
flat,2,47,12001_12002_12003_12004_12006,식량+약품+공구+전력·통신+정밀장비,8387.394791666668,33.91184110720918,50324.36875000001,62905.46093750001,9,66700,0.7544882871064469,67099.15833333334
flat,2,48,12005_12006,핵보호+정밀장비,13346.601041666667,37.47431064977919,80079.60625,100099.5078125,12,97900,0.8179735061287027,106772.80833333333
flat,2,49,12001_12005_12006,식량+핵보호+정밀장비,12039.021875,37.6560350854746,72234.13125,90292.6640625,11,86000,0.8399317587209303,96312.175
flat,2,50,12002_12005_12006,약품+핵보호+정밀장비,11725.2703125,36.763120449557,70351.62187500001,87939.52734375,11,86000,0.8180421148255815,93802.1625
flat,2,51,12001_12002_12005_12006,식량+약품+핵보호+정밀장비,10632.271354166667,36.474584562480075,63793.628125,79742.03515625,10,75500,0.8449487168874172,85058.17083333334
flat,2,52,12003_12005_12006,공구+핵보호+정밀장비,11695.426041666668,36.66633324622662,70172.55625000001,87715.6953125,11,86000,0.8159599563953489,93563.40833333334
flat,2,53,12001_12003_12005_12006,식량+공구+핵보호+정밀장비,10631.6984375,36.245422795637154,63790.190624999996,79737.73828125,10,75500,0.8449031870860927,85053.5875
flat,2,54,12002_12003_12005_12006,약품+공구+핵보호+정밀장비,10403.29375,35.49824534502178,62419.762500000004,78024.703125,10,75500,0.826751821192053,83226.35
flat,2,55,12001_12002_12003_12005_12006,식량+약품+공구+핵보호+정밀장비,9595.006770833334,34.990752711611016,57570.040625,71962.55078125,10,75500,0.7625170943708609,76760.05416666667
flat,2,56,12004_12005_12006,전력·통신+핵보호+정밀장비,12755.382291666667,37.02301018396073,76532.29375,95665.3671875,12,97900,0.7817394662921348,102043.05833333333
flat,2,57,12001_12004_12005_12006,식량+전력·통신+핵보호+정밀장비,11482.652604166668,36.707882430670104,68895.91562500001,86119.89453125,11,86000,0.8011152979651164,91861.22083333334
flat,2,58,12002_12004_12005_12006,약품+전력·통신+핵보호+정밀장비,11154.056770833333,35.66058160225046,66924.340625,83655.42578125,11,86000,0.7781900072674418,89232.45416666666
flat,2,59,12001_12002_12004_12005_12006,식량+약품+전력·통신+핵보호+정밀장비,10233.465104166668,35.39434748438202,61400.79062500001,76750.98828125,10,75500,0.8132555049668876,81867.72083333334
flat,2,60,12003_12004_12005_12006,공구+전력·통신+핵보호+정밀장비,11141.616666666667,35.53305101280444,66849.7,83562.125,11,86000,0.7773220930232558,89132.93333333333
flat,2,61,12001_12003_12004_12005_12006,식량+공구+전력·통신+핵보호+정밀장비,10230.0359375,34.99071317968855,61380.215625000004,76725.26953125,10,75500,0.8129829884105961,81840.2875
flat,2,62,12002_12003_12004_12005_12006,약품+공구+전력·통신+핵보호+정밀장비,10023.950520833334,34.336686950356615,60143.703125,75179.62890625,10,75500,0.7966053394039735,80191.60416666667
flat,2,63,12001_12002_12003_12004_12005_12006,식량+약품+공구+전력·통신+핵보호+정밀장비,9323.7578125,33.958332527710304,55942.546875,69928.18359375,9,66700,0.8387188437031484,74590.0625
