demand,phase,before_mask,after_mask,added_facility,mean_before,mean_after,change_rate,target_before,target_after
flat,0,19,27,12004,6809.142708333334,6821.535416666667,0.0018200100753016368,49500,49500
flat,0,19,51,12006,6809.142708333334,12084.666666666666,0.7747706553244815,49500,92300
flat,0,20,21,12001,7904.436979166667,6981.499479166667,-0.11676195311981619,58300,49500
flat,0,20,22,12002,7904.436979166667,6835.11875,-0.13528075838734832,58300,49500
flat,0,20,28,12004,7904.436979166667,7681.479166666667,-0.028206665836876033,58300,58300
flat,0,20,52,12006,7904.436979166667,13287.359375,0.6810001028562611,58300,104600
flat,0,21,23,12002,6981.499479166667,6228.7828125,-0.10781590243082184,49500,49500
flat,0,21,29,12004,6981.499479166667,6926.3453125,-0.007900045947328516,49500,49500
flat,0,21,53,12006,6981.499479166667,11949.170833333334,0.7115479087251357,49500,92300
flat,0,22,23,12001,6835.11875,6228.7828125,-0.08870891050722418,49500,49500
flat,0,22,30,12004,6835.11875,6822.302604166666,-0.0018750436242725987,49500,49500
flat,0,22,54,12006,6835.11875,11581.365625,0.6943912825216096,49500,92300
flat,0,23,31,12004,6228.7828125,6277.490625,0.007819796253331068,49500,49500
flat,0,23,55,12006,6228.7828125,10630.203125,0.7066260688472192,49500,80600
flat,0,24,25,12001,9000.649479166666,7800.5390625,-0.13333597974729483,71000,58300
flat,0,24,26,12002,9000.649479166666,7596.528125,-0.15600222599676983,71000,58300
flat,0,24,28,12003,9000.649479166666,7681.479166666667,-0.1465639024776394,71000,58300
flat,0,24,56,12006,9000.649479166666,14594.663541666667,0.6215122670256377,71000,104600
flat,0,25,27,12002,7800.5390625,6821.535416666667,-0.1255046142310544,58300,49500
flat,0,25,29,12003,7800.5390625,6926.3453125,-0.11206837668470437,58300,49500
flat,0,25,57,12006,7800.5390625,12963.272916666667,0.6618432152959515,58300,92300
flat,0,26,27,12001,7596.528125,6821.535416666667,-0.10201932982816853,58300,49500
flat,0,26,30,12003,7596.528125,6822.302604166666,-0.10191833796881167,58300,49500
flat,0,26,58,12006,7596.528125,12527.739583333334,0.6491401568178008,58300,92300
flat,0,27,31,12003,6821.535416666667,6277.490625,-0.0797540082160143,49500,49500
flat,0,27,59,12006,6821.535416666667,11361.5640625,0.6655435130837173,49500,80600
flat,0,28,29,12001,7681.479166666667,6926.3453125,-0.09830578691712488,58300,49500
flat,0,28,30,12002,7681.479166666667,6822.302604166666,-0.11185040587343487,58300,49500
flat,0,28,60,12006,7681.479166666667,12354.940625,0.6084064484108149,58300,92300
flat,0,29,31,12002,6926.3453125,6277.490625,-0.09367922883212432,49500,49500
flat,0,29,61,12006,6926.3453125,11265.866145833334,0.62652389356069,49500,80600
flat,0,30,31,12001,6822.302604166666,6277.490625,-0.07985749251783791,49500,49500
flat,0,30,62,12006,6822.302604166666,10982.380729166667,0.6097762539086535,49500,80600
flat,0,31,63,12006,6277.490625,10162.411979166667,0.6188653374797619,49500,80600
flat,0,32,33,12001,15653.864583333334,13045.120833333332,-0.1666517386880637,119800,92300
flat,0,32,34,12002,15653.864583333334,12366.118229166666,-0.2100277753563251,119800,92300
flat,0,32,36,12003,15653.864583333334,12296.8296875,-0.21445406519023857,119800,92300
flat,0,32,40,12004,15653.864583333334,13932.1453125,-0.10998685095733152,119800,104600
flat,0,32,48,12005,15653.864583333334,16285.371875,0.04034194165311944,119800,119800
flat,0,33,35,12002,13045.120833333332,10732.043229166668,-0.17731362045004684,92300,80600
flat,0,33,37,12003,13045.120833333332,10699.719791666666,-0.17979143862536084,92300,80600
flat,0,33,41,12004,13045.120833333332,11895.863020833332,-0.08809867131037818,92300,92300
flat,0,33,49,12005,13045.120833333332,14119.172395833333,0.0823335848109239,92300,104600
flat,0,34,35,12001,12366.118229166666,10732.043229166668,-0.13214130495258225,92300,80600
flat,0,34,38,12003,12366.118229166666,10249.475,-0.171164725255041,92300,80600
flat,0,34,42,12004,12366.118229166666,11377.713541666666,-0.07992845201566601,92300,80600
flat,0,34,50,12005,12366.118229166666,13491.772916666667,0.09102732697840765,92300,104600
flat,0,35,39,12003,10732.043229166668,9238.0140625,-0.13921199670593176,80600,71000
flat,0,35,43,12004,10732.043229166668,10118.457291666668,-0.057173263692457565,80600,80600
flat,0,35,51,12005,10732.043229166668,12084.666666666666,0.1260359661824646,80600,92300
flat,0,36,37,12001,12296.8296875,10699.719791666666,-0.1298798093834569,92300,80600
flat,0,36,38,12002,12296.8296875,10249.475,-0.1664945144016413,92300,80600
flat,0,36,44,12004,12296.8296875,11298.298958333333,-0.08120228990255074,92300,80600
flat,0,36,52,12005,12296.8296875,13287.359375,0.08055163100346885,92300,104600
flat,0,37,39,12002,10699.719791666666,9238.0140625,-0.1366115896142529,80600,71000
flat,0,37,45,12004,10699.719791666666,10042.983854166667,-0.061378797789778505,80600,71000
flat,0,37,53,12005,10699.719791666666,11949.170833333334,0.11677418343607338,80600,92300
flat,0,38,39,12001,10249.475,9238.0140625,-0.09868417040872823,80600,71000
flat,0,38,46,12004,10249.475,9735.541145833333,-0.05014245648354354,80600,71000
flat,0,38,54,12005,10249.475,11581.365625,0.1299472046129191,80600,92300
flat,0,39,47,12004,9238.0140625,8884.1609375,-0.03830402536800637,71000,71000
flat,0,39,55,12005,9238.0140625,10630.203125,0.15070220212711427,71000,80600
flat,0,40,41,12001,13932.1453125,11895.863020833332,-0.14615712411782733,104600,92300
flat,0,40,42,12002,13932.1453125,11377.713541666666,-0.18334805685248512,104600,80600
flat,0,40,44,12003,13932.1453125,11298.298958333333,-0.18904815411331988,104600,80600
flat,0,40,56,12005,13932.1453125,14594.663541666667,0.04755320981128808,104600,104600
flat,0,41,43,12002,11895.863020833332,10118.457291666668,-0.14941376897614556,92300,80600
flat,0,41,45,12003,11895.863020833332,10042.983854166667,-0.15575828028800442,92300,71000
flat,0,41,57,12005,11895.863020833332,12963.272916666667,0.08972950461550955,92300,92300
flat,0,42,43,12001,11377.713541666666,10118.457291666668,-0.11067744370505006,80600,80600
flat,0,42,46,12003,11377.713541666666,9735.541145833333,-0.1443323730923164,80600,71000
flat,0,42,58,12005,11377.713541666666,12527.739583333334,0.1010770782244712,80600,92300
flat,0,43,47,12003,10118.457291666668,8884.1609375,-0.1219846384273624,80600,71000
flat,0,43,59,12005,10118.457291666668,11361.5640625,0.12285536569464273,80600,80600
flat,0,44,45,12001,11298.298958333333,10042.983854166667,-0.11110655761509813,80600,71000
flat,0,44,46,12002,11298.298958333333,9735.541145833333,-0.1383179731978459,80600,71000
flat,0,44,60,12005,11298.298958333333,12354.940625,0.09352219042560517,80600,92300
flat,0,45,47,12002,10042.983854166667,8884.1609375,-0.11538631680522815,71000,71000
flat,0,45,61,12005,10042.983854166667,11265.866145833334,0.12176483696718421,71000,80600
flat,0,46,47,12001,9735.541145833333,8884.1609375,-0.08745073289507999,71000,71000
flat,0,46,62,12005,9735.541145833333,10982.380729166667,0.12807090686139855,71000,80600
flat,0,47,63,12005,8884.1609375,10162.411979166667,0.14387977105087946,71000,80600
flat,0,48,49,12001,16285.371875,14119.172395833333,-0.13301504539125963,119800,104600
flat,0,48,50,12002,16285.371875,13491.772916666667,-0.17154038481748413,119800,104600
flat,0,48,52,12003,16285.371875,13287.359375,-0.1840923574242913,119800,104600
flat,0,48,56,12004,16285.371875,14594.663541666667,-0.10381760676455742,119800,104600
flat,0,49,51,12002,14119.172395833333,12084.666666666666,-0.1440952537534752,104600,92300
flat,0,49,53,12003,14119.172395833333,11949.170833333334,-0.1536918384210949,104600,92300
flat,0,49,57,12004,14119.172395833333,12963.272916666667,-0.08186736777205017,104600,92300
flat,0,50,51,12001,13491.772916666667,12084.666666666666,-0.10429365055957718,104600,92300
flat,0,50,54,12003,13491.772916666667,11581.365625,-0.1415979429439329,104600,92300
flat,0,50,58,12004,13491.772916666667,12527.739583333334,-0.07145342122846154,104600,92300
flat,0,51,55,12003,12084.666666666666,10630.203125,-0.12035611587686867,92300,80600
flat,0,51,59,12004,12084.666666666666,11361.5640625,-0.05983637150383403,92300,80600
flat,0,52,53,12001,13287.359375,11949.170833333334,-0.10071139824700248,104600,92300
flat,0,52,54,12002,13287.359375,11581.365625,-0.12839223369014952,104600,92300
flat,0,52,60,12004,13287.359375,12354.940625,-0.07017336730986101,104600,92300
flat,0,53,55,12002,11949.170833333334,10630.203125,-0.11038152577532401,92300,80600
flat,0,53,61,12004,11949.170833333334,11265.866145833334,-0.057184276384588784,92300,80600
flat,0,54,55,12001,11581.365625,10630.203125,-0.08212869974045056,92300,80600
flat,0,54,62,12004,11581.365625,10982.380729166667,-0.051719712098574955,92300,80600
flat,0,55,63,12004,10630.203125,10162.411979166667,-0.044005852036184234,80600,80600
flat,0,56,57,12001,14594.663541666667,12963.272916666667,-0.11177994068465524,104600,92300
flat,0,56,58,12002,14594.663541666667,12527.739583333334,-0.14162189847216555,104600,92300
flat,0,56,60,12003,14594.663541666667,12354.940625,-0.15346177116535964,104600,92300
flat,0,57,59,12002,12963.272916666667,11361.5640625,-0.12355744297471172,92300,80600
flat,0,57,61,12003,12963.272916666667,11265.866145833334,-0.13093967717450472,92300,80600
flat,0,58,59,12001,12527.739583333334,11361.5640625,-0.0930874650671053,92300,80600
flat,0,58,62,12003,12527.739583333334,10982.380729166667,-0.12335496311102945,92300,80600
flat,0,59,63,12003,11361.5640625,10162.411979166667,-0.10554463071605225,80600,80600
flat,0,60,61,12001,12354.940625,11265.866145833334,-0.08814890433086686,92300,80600
flat,0,60,62,12002,12354.940625,10982.380729166667,-0.11109400987779594,92300,80600
flat,0,61,63,12002,11265.866145833334,10162.411979166667,-0.09794667825649406,80600,80600
flat,0,62,63,12001,10982.380729166667,10162.411979166667,-0.07466220396296697,80600,80600
flat,1,0,1,12001,810.6104166666667,1071.6322916666666,0.32200656398341776,6100,8000
flat,1,0,2,12002,810.6104166666667,1706.5703125,1.1052903804488903,6100,13100
flat,1,0,4,12003,810.6104166666667,2335.4239583333333,1.8810682793059756,6100,18200
flat,1,0,8,12004,810.6104166666667,2721.3244791666666,2.3571299149560643,6100,20900
flat,1,0,16,12005,810.6104166666667,7732.913541666667,8.539617777754932,6100,55900
flat,1,0,32,12006,810.6104166666667,12814.3765625,14.808304826866584,6100,97700
flat,1,1,3,12002,1071.6322916666666,1773.9296875,0.6553529613605416,8000,13100
flat,1,1,5,12003,1071.6322916666666,2329.6369791666666,1.173914501534361,8000,18200
flat,1,1,9,12004,1071.6322916666666,2746.7010416666667,1.5631002938469063,8000,20900
flat,1,1,17,12005,1071.6322916666666,7188.683854166667,5.708162781271173,8000,55900
flat,1,1,33,12006,1071.6322916666666,11696.055208333333,9.914242972412607,8000,85000
flat,1,2,3,12001,1706.5703125,1773.9296875,0.03947061220192172,13100,13100
flat,1,2,6,12003,1706.5703125,2684.1015625,0.5728045559212784,13100,20900
flat,1,2,10,12004,1706.5703125,3125.5682291666667,0.8314910357182641,13100,24800
flat,1,2,18,12005,1706.5703125,7180.3140625,3.20745281334548,13100,55900
flat,1,2,34,12006,1706.5703125,11440.551041666668,5.703826357384069,13100,85000
flat,1,3,7,12003,1773.9296875,2534.9546875,0.42900516596715454,13100,18200
flat,1,3,11,12004,1773.9296875,2899.746875,0.6346458912284254,13100,20900
flat,1,3,19,12005,1773.9296875,6450.933854166667,2.636521728918112,13100,47800
flat,1,3,35,12006,1773.9296875,10079.920833333334,4.682254998245715,13100,75000
flat,1,4,5,12001,2335.4239583333333,2329.6369791666666,-0.0024779137620890568,18200,18200
flat,1,4,6,12002,2335.4239583333333,2684.1015625,0.14929948925226366,18200,20900
flat,1,4,12,12004,2335.4239583333333,3593.503125,0.5386941253974675,18200,27000
flat,1,4,20,12005,2335.4239583333333,7431.471875,2.1820654440418785,18200,55900
flat,1,4,36,12006,2335.4239583333333,11435.694270833334,3.896624542207049,18200,85000
flat,1,5,7,12002,2329.6369791666666,2534.9546875,0.0881329194932241,18200,18200
flat,1,5,13,12004,2329.6369791666666,3302.929166666667,0.4177870613335457,18200,24800
flat,1,5,21,12005,2329.6369791666666,6665.5296875,1.8611881366530865,18200,47800
flat,1,5,37,12006,2329.6369791666666,10099.030729166667,3.3350233617854004,18200,75000
flat,1,6,7,12001,2684.1015625,2534.9546875,-0.055566777756756336,20900,18200
flat,1,6,14,12004,2684.1015625,3495.1130208333334,0.3021537894333435,20900,24800
flat,1,6,22,12005,2684.1015625,6615.032291666666,1.464523840709424,20900,47800
flat,1,6,38,12006,2684.1015625,9826.058854166668,2.6608372020820905,20900,75000
flat,1,7,15,12004,2534.9546875,3251.3578125,0.2826098346185921,18200,24800
flat,1,7,23,12005,2534.9546875,6039.273958333333,1.3823991758564058,18200,47800
flat,1,7,39,12006,2534.9546875,8880.266666666666,2.5031263913535597,18200,64300
flat,1,8,9,12001,2721.3244791666666,2746.7010416666667,0.009325077804676507,20900,20900
flat,1,8,10,12002,2721.3244791666666,3125.5682291666667,0.14854669227970518,20900,24800
flat,1,8,12,12003,2721.3244791666666,3593.503125,0.32049785040717205,20900,27000
flat,1,8,24,12005,2721.3244791666666,8254.636458333332,2.0333157701433295,20900,64300
flat,1,8,40,12006,2721.3244791666666,12581.121875,3.62316124788347,20900,97700
flat,1,9,11,12002,2746.7010416666667,2899.746875,0.0557198730446713,20900,20900
flat,1,9,13,12003,2746.7010416666667,3302.929166666667,0.20250770526612794,20900,24800
flat,1,9,25,12005,2746.7010416666667,7348.058333333333,1.6752304753467513,20900,55900
flat,1,9,41,12006,2746.7010416666667,11085.897395833334,3.036077180466112,20900,85000
flat,1,10,11,12001,3125.5682291666667,2899.746875,-0.07224969593029007,24800,20900
flat,1,10,14,12003,3125.5682291666667,3495.1130208333334,0.11823283466289713,24800,24800
flat,1,10,26,12005,3125.5682291666667,7261.946875,1.323400528337264,24800,55900
flat,1,10,42,12006,3125.5682291666667,10769.0078125,2.4454560012504394,24800,85000
flat,1,11,15,12003,2899.746875,3251.3578125,0.12125573460614558,20900,24800
flat,1,11,27,12005,2899.746875,6560.163020833334,1.262322645259626,20900,47800
flat,1,11,43,12006,2899.746875,9669.067708333334,2.3344523246820756,20900,75000
flat,1,12,13,12001,3593.503125,3302.929166666667,-0.08086091711227705,27000,24800
flat,1,12,14,12002,3593.503125,3495.1130208333334,-0.027379996828767683,27000,24800
flat,1,12,28,12005,3593.503125,7421.9703125,1.0653857960677295,27000,55900
flat,1,12,44,12006,3593.503125,10750.028125,1.9915176781709354,27000,85000
flat,1,13,15,12002,3302.929166666667,3251.3578125,-0.015613823840707086,24800,24800
flat,1,13,29,12005,3302.929166666667,6707.040625,1.0306341088654891,24800,47800
flat,1,13,45,12006,3302.929166666667,9663.259895833333,1.9256636785782315,24800,75000
flat,1,14,15,12001,3495.1130208333334,3251.3578125,-0.06974172419615066,24800,24800
flat,1,14,30,12005,3495.1130208333334,6654.111458333334,0.9038329858491403,24800,47800
flat,1,14,46,12006,3495.1130208333334,9439.4203125,1.7007482322415362,24800,75000
flat,1,15,31,12005,3251.3578125,6128.883333333333,0.8850227156699115,24800,47800
flat,1,15,47,12006,3251.3578125,8638.2734375,1.656820299595986,24800,64300
flat,1,16,17,12001,7732.913541666667,7188.683854166667,-0.07037834893246497,55900,55900
flat,1,16,18,12002,7732.913541666667,7180.3140625,-0.07146070833317064,55900,55900
flat,1,16,20,12003,7732.913541666667,7431.471875,-0.03898164191833153,55900,55900
flat,1,16,24,12004,7732.913541666667,8254.636458333332,0.06746783264231593,55900,64300
flat,1,16,48,12006,7732.913541666667,15039.491666666667,0.9448674274748481,55900,112800
flat,1,17,19,12002,7188.683854166667,6450.933854166667,-0.10262657462289004,55900,47800
flat,1,17,21,12003,7188.683854166667,6665.5296875,-0.07277467993858688,55900,47800
flat,1,17,25,12004,7188.683854166667,7348.058333333333,0.022170188924679257,55900,55900
flat,1,17,49,12006,7188.683854166667,13120.236979166666,0.8251236589799376,55900,97700
flat,1,18,19,12001,7180.3140625,6450.933854166667,-0.10158054396848792,55900,47800
flat,1,18,22,12003,7180.3140625,6615.032291666666,-0.07872660804428888,55900,47800
flat,1,18,26,12004,7180.3140625,7261.946875,0.011368975199335107,55900,55900
flat,1,18,50,12006,7180.3140625,12684.402604166668,0.7665526178600448,55900,97700
flat,1,19,23,12003,6450.933854166667,6039.273958333333,-0.06381400044389574,47800,47800
flat,1,19,27,12004,6450.933854166667,6560.163020833334,0.01693230300231896,47800,47800
flat,1,19,51,12006,6450.933854166667,11429.338541666666,0.7717339535708372,47800,85000
flat,1,20,21,12001,7431.471875,6665.5296875,-0.10306736005779471,55900,47800
flat,1,20,22,12002,7431.471875,6615.032291666666,-0.1098624333195547,55900,47800
flat,1,20,28,12004,7431.471875,7421.9703125,-0.0012785572844545845,55900,55900
flat,1,20,52,12006,7431.471875,12526.540104166666,0.6856068777312927,55900,97700
flat,1,21,23,12002,6665.5296875,6039.273958333333,-0.09395438300141357,47800,47800
flat,1,21,29,12004,6665.5296875,6707.040625,0.006227702740240648,47800,47800
flat,1,21,53,12006,6665.5296875,11323.863020833332,0.6988691899563806,47800,85000
flat,1,22,23,12001,6615.032291666666,6039.273958333333,-0.08703787191766987,47800,47800
flat,1,22,30,12004,6615.032291666666,6654.111458333334,0.005907630521456042,47800,47800
flat,1,22,54,12006,6615.032291666666,11023.6015625,0.6664471277618795,47800,85000
flat,1,23,31,12004,6039.273958333333,6128.883333333333,0.014837772821408857,47800,47800
flat,1,23,55,12006,6039.273958333333,10165.560416666667,0.6832421391713237,47800,75000
flat,1,24,25,12001,8254.636458333332,7348.058333333333,-0.10982653561741995,64300,55900
flat,1,24,26,12002,8254.636458333332,7261.946875,-0.12025842547325982,64300,55900
flat,1,24,28,12003,8254.636458333332,7421.9703125,-0.10087253993999079,64300,55900
flat,1,24,56,12006,8254.636458333332,13759.559375,0.6668885958156598,64300,97700
flat,1,25,27,12002,7348.058333333333,6560.163020833334,-0.10722496702643669,55900,47800
flat,1,25,29,12003,7348.058333333333,6707.040625,-0.08723633907823725,55900,47800
flat,1,25,57,12006,7348.058333333333,12280.959895833334,0.6713204140095967,55900,97700
flat,1,26,27,12001,7261.946875,6560.163020833334,-0.0966385276905053,55900,47800
flat,1,26,30,12003,7261.946875,6654.111458333334,-0.08370144082975906,55900,47800
flat,1,26,58,12006,7261.946875,11922.048958333333,0.641715253987359,55900,85000
flat,1,27,31,12003,6560.163020833334,6128.883333333333,-0.06574222105919791,47800,47800
flat,1,27,59,12006,6560.163020833334,10896.675520833332,0.6610373074919613,47800,85000
flat,1,28,29,12001,7421.9703125,6707.040625,-0.09632613139073376,55900,47800
flat,1,28,30,12002,7421.9703125,6654.111458333334,-0.10345754858025324,55900,47800
flat,1,28,60,12006,7421.9703125,11770.602604166666,0.5859134580938365,55900,85000
flat,1,29,31,12002,6707.040625,6128.883333333333,-0.08620154908733191,47800,47800
flat,1,29,61,12006,6707.040625,10804.713020833333,0.6109508835475905,47800,85000
flat,1,30,31,12001,6654.111458333334,6128.883333333333,-0.07893287154699313,47800,47800
flat,1,30,62,12006,6654.111458333334,10558.241666666667,0.5867244984969349,47800,75000
flat,1,31,63,12006,6128.883333333333,9794.975520833334,0.5981664176182175,47800,75000
flat,1,32,33,12001,12814.3765625,11696.055208333333,-0.08727083590155471,97700,85000
flat,1,32,34,12002,12814.3765625,11440.551041666668,-0.10720970420470521,97700,85000
flat,1,32,36,12003,12814.3765625,11435.694270833334,-0.10758871373432577,97700,85000
flat,1,32,40,12004,12814.3765625,12581.121875,-0.01820257789072588,97700,97700
flat,1,32,48,12005,12814.3765625,15039.491666666667,0.17364208811205417,97700,112800
flat,1,33,35,12002,11696.055208333333,10079.920833333334,-0.13817773139857603,85000,75000
flat,1,33,37,12003,11696.055208333333,10099.030729166667,-0.1365438560882306,85000,75000
flat,1,33,41,12004,11696.055208333333,11085.897395833334,-0.05216782937765785,85000,85000
flat,1,33,49,12005,11696.055208333333,13120.236979166666,0.12176599250477338,85000,97700
flat,1,34,35,12001,11440.551041666668,10079.920833333334,-0.11893047838149551,85000,75000
flat,1,34,38,12003,11440.551041666668,9826.058854166668,-0.14112014199490863,85000,75000
flat,1,34,42,12004,11440.551041666668,10769.0078125,-0.058698503832629756,85000,85000
flat,1,34,50,12005,11440.551041666668,12684.402604166668,0.10872304646602005,85000,97700
flat,1,35,39,12003,10079.920833333334,8880.266666666666,-0.11901424490354384,75000,64300
flat,1,35,43,12004,10079.920833333334,9669.067708333334,-0.04075955871015846,75000,75000
flat,1,35,51,12005,10079.920833333334,11429.338541666666,0.13387185580574568,75000,85000
flat,1,36,37,12001,11435.694270833334,10099.030729166667,-0.11688521134005991,85000,75000
flat,1,36,38,12002,11435.694270833334,9826.058854166668,-0.14075537335516486,85000,75000
flat,1,36,44,12004,11435.694270833334,10750.028125,-0.0599584187539991,85000,85000
flat,1,36,52,12005,11435.694270833334,12526.540104166666,0.0953895589982261,85000,97700
flat,1,37,39,12002,10099.030729166667,8880.266666666666,-0.1206812906292214,75000,64300
flat,1,37,45,12004,10099.030729166667,9663.259895833333,-0.043149768034153935,75000,75000
flat,1,37,53,12005,10099.030729166667,11323.863020833332,0.12128216306236883,75000,85000
flat,1,38,39,12001,9826.058854166668,8880.266666666666,-0.09625346250586975,75000,64300
flat,1,38,46,12004,9826.058854166668,9439.4203125,-0.039348282704689486,75000,75000
flat,1,38,54,12005,9826.058854166668,11023.6015625,0.12187416400681572,75000,85000
flat,1,39,47,12004,8880.266666666666,8638.2734375,-0.027250671432539564,64300,64300
flat,1,39,55,12005,8880.266666666666,10165.560416666667,0.1447359407375155,64300,75000
flat,1,40,41,12001,12581.121875,11085.897395833334,-0.11884667313634678,97700,85000
flat,1,40,42,12002,12581.121875,10769.0078125,-0.14403437789604912,97700,85000
flat,1,40,44,12003,12581.121875,10750.028125,-0.14554296255873445,97700,85000
flat,1,40,56,12005,12581.121875,13759.559375,0.09366712378342656,97700,97700
flat,1,41,43,12002,11085.897395833334,9669.067708333334,-0.1278046906723599,85000,75000
flat,1,41,45,12003,11085.897395833334,9663.259895833333,-0.12832858263100133,85000,75000
flat,1,41,57,12005,11085.897395833334,12280.959895833334,0.10780024903073415,85000,97700
flat,1,42,43,12001,10769.0078125,9669.067708333334,-0.1021394099918772,85000,75000
flat,1,42,46,12003,10769.0078125,9439.4203125,-0.12346425252442439,85000,75000
flat,1,42,58,12005,10769.0078125,11922.048958333333,0.10707032308909215,85000,85000
flat,1,43,47,12003,9669.067708333334,8638.2734375,-0.10660741055158185,75000,64300
flat,1,43,59,12005,9669.067708333334,10896.675520833332,0.12696237626322326,75000,85000
flat,1,44,45,12001,10750.028125,9663.259895833333,-0.10109445450094279,85000,75000
flat,1,44,46,12002,10750.028125,9439.4203125,-0.12191668684587742,85000,75000
flat,1,44,60,12005,10750.028125,11770.602604166666,0.09493691247125602,85000,85000
flat,1,45,47,12002,9663.259895833333,8638.2734375,-0.10607046373401308,75000,64300
flat,1,45,61,12005,9663.259895833333,10804.713020833333,0.11812298720147019,75000,85000
flat,1,46,47,12001,9439.4203125,8638.2734375,-0.08487246551984706,75000,64300
flat,1,46,62,12005,9439.4203125,10558.241666666667,0.11852648967067236,75000,75000
flat,1,47,63,12005,8638.2734375,9794.975520833334,0.1339043145256229,64300,75000
flat,1,48,49,12001,15039.491666666667,13120.236979166666,-0.12761433232173747,112800,97700
flat,1,48,50,12002,15039.491666666667,12684.402604166668,-0.15659366118868157,112800,97700
flat,1,48,52,12003,15039.491666666667,12526.540104166666,-0.16709019282012527,112800,97700
flat,1,48,56,12004,15039.491666666667,13759.559375,-0.08510475753003621,112800,97700
flat,1,49,51,12002,13120.236979166666,11429.338541666666,-0.12887712624283698,97700,85000
flat,1,49,53,12003,13120.236979166666,11323.863020833332,-0.13691627378268822,97700,85000
flat,1,49,57,12004,13120.236979166666,12280.959895833334,-0.06396813446784555,97700,97700
flat,1,50,51,12001,12684.402604166668,11429.338541666666,-0.09894546094647994,97700,85000
flat,1,50,54,12003,12684.402604166668,11023.6015625,-0.1309325392368983,97700,85000
flat,1,50,58,12004,12684.402604166668,11922.048958333333,-0.06010165946505919,97700,85000
flat,1,51,55,12003,11429.338541666666,10165.560416666667,-0.11057316400181727,85000,75000
flat,1,51,59,12004,11429.338541666666,10896.675520833332,-0.046604886091304754,85000,85000
flat,1,52,53,12001,12526.540104166666,11323.863020833332,-0.09601031676203164,97700,85000
flat,1,52,54,12002,12526.540104166666,11023.6015625,-0.119980340075449,97700,85000
flat,1,52,60,12004,12526.540104166666,11770.602604166666,-0.06034687102055858,97700,85000
flat,1,53,55,12002,11323.863020833332,10165.560416666667,-0.10228864496467782,85000,75000
flat,1,53,61,12004,11323.863020833332,10804.713020833333,-0.045845662301361445,85000,85000
flat,1,54,55,12001,11023.6015625,10165.560416666667,-0.07783673429854454,85000,75000
flat,1,54,62,12004,11023.6015625,10558.241666666667,-0.04221486899675242,85000,75000
flat,1,55,63,12004,10165.560416666667,9794.975520833334,-0.03645494007647143,75000,75000
flat,1,56,57,12001,13759.559375,12280.959895833334,-0.10745979859305388,97700,97700
flat,1,56,58,12002,13759.559375,11922.048958333333,-0.1335442775882253,97700,85000
flat,1,56,60,12003,13759.559375,11770.602604166666,-0.14455090578315366,97700,85000
flat,1,57,59,12002,12280.959895833334,10896.675520833332,-0.11271792976619521,97700,85000
flat,1,57,61,12003,12280.959895833334,10804.713020833333,-0.12020614736319268,97700,85000
flat,1,58,59,12001,11922.048958333333,10896.675520833332,-0.0860064776686964,85000,85000
flat,1,58,62,12003,11922.048958333333,10558.241666666667,-0.11439369997834015,85000,75000
flat,1,59,63,12003,10896.675520833332,9794.975520833334,-0.10110423109265398,85000,75000
flat,1,60,61,12001,11770.602604166666,10804.713020833333,-0.08205948461733126,85000,85000
flat,1,60,62,12002,11770.602604166666,10558.241666666667,-0.10299905436199475,85000,75000
flat,1,61,63,12002,10804.713020833333,9794.975520833334,-0.0934534307438849,85000,75000
flat,1,62,63,12001,10558.241666666667,9794.975520833334,-0.07229102817782951,75000,75000
flat,2,0,1,12001,812.1828125,1045.6421875,0.2874468302048687,6100,7800
flat,2,0,2,12002,812.1828125,1538.265625,0.8939893843173394,6100,12200
flat,2,0,4,12003,812.1828125,2055.696354166667,1.5310759136098646,6100,16000
flat,2,0,8,12004,812.1828125,2516.8942708333334,2.0989257985970164,6100,19000
flat,2,0,16,12005,812.1828125,6246.884895833334,6.691476351986129,6100,46600
flat,2,0,32,12006,812.1828125,10231.973958333334,11.598116828941556,6100,75500
flat,2,1,3,12002,1045.6421875,1704.9567708333334,0.6305355610313239,7800,12200
flat,2,1,5,12003,1045.6421875,2198.459895833333,1.1024973189821043,7800,16000
flat,2,1,9,12004,1045.6421875,2559.0213541666667,1.4473203020671606,7800,19000
flat,2,1,17,12005,1045.6421875,6392.1640625,5.113146675712144,7800,46600
flat,2,1,33,12006,1045.6421875,10345.095833333333,8.893533330045878,7800,75500
flat,2,2,3,12001,1538.265625,1704.9567708333334,0.10836304414806985,12200,12200
flat,2,2,6,12003,1538.265625,2566.6213541666666,0.6685163553379583,12200,19000
flat,2,2,10,12004,1538.265625,2939.25625,0.910759885829211,12200,21700
flat,2,2,18,12005,1538.265625,6581.299479166667,3.2783894876196475,12200,46600
flat,2,2,34,12006,1538.265625,10376.347395833332,5.745484802622,12200,75500
flat,2,3,7,12003,1704.9567708333334,2488.8072916666665,0.4597480324678318,12200,19000
flat,2,3,11,12004,1704.9567708333334,2847.5078125,0.6701349038358437,12200,21700
flat,2,3,19,12005,1704.9567708333334,6097.005208333333,2.5760468022619096,12200,46600
flat,2,3,35,12006,1704.9567708333334,9493.717708333334,4.568304059517638,12200,75500
flat,2,4,5,12001,2055.696354166667,2198.459895833333,0.06944777684569048,16000,16000
