demand,phase,mask,active_guidelines,assumed_violations,penalty,exact_target,sales6,penalty_per_exact_target,penalty_per_sales6
draft,2,55,2,3,1500,77181.87890625,61745.503124999996,0.01943461368467066,0.024293267105838328
draft,2,55,2,12,6000,77181.87890625,61745.503124999996,0.07773845473868264,0.09717306842335331
draft,2,56,2,0,0,99354.98828125,79483.99062499999,0.0,0.0
draft,2,56,2,1,500,99354.98828125,79483.99062499999,0.005032459956460572,0.006290574945575715
draft,2,56,2,2,1000,99354.98828125,79483.99062499999,0.010064919912921143,0.01258114989115143
draft,2,56,2,3,1500,99354.98828125,79483.99062499999,0.015097379869381715,0.018871724836727145
draft,2,56,2,12,6000,99354.98828125,79483.99062499999,0.06038951947752686,0.07548689934690858
draft,2,57,2,0,0,90992.9296875,72794.34375,0.0,0.0
draft,2,57,2,1,500,90992.9296875,72794.34375,0.005494932427356349,0.0068686655341954365
draft,2,57,2,2,1000,90992.9296875,72794.34375,0.010989864854712698,0.013737331068390873
draft,2,57,2,3,1500,90992.9296875,72794.34375,0.016484797282069048,0.02060599660258631
draft,2,57,2,12,6000,90992.9296875,72794.34375,0.06593918912827619,0.08242398641034523
draft,2,58,2,0,0,87880.32421875,70304.259375,0.0,0.0
draft,2,58,2,1,500,87880.32421875,70304.259375,0.005689555704817493,0.007111944631021868
draft,2,58,2,2,1000,87880.32421875,70304.259375,0.011379111409634986,0.014223889262043736
draft,2,58,2,3,1500,87880.32421875,70304.259375,0.01706866711445248,0.021335833893065603
draft,2,58,2,12,6000,87880.32421875,70304.259375,0.06827466845780993,0.08534333557226241
draft,2,59,2,0,0,81818.5234375,65454.81874999999,0.0,0.0
draft,2,59,2,1,500,81818.5234375,65454.81874999999,0.006111085595206846,0.007638856994008559
draft,2,59,2,2,1000,81818.5234375,65454.81874999999,0.012222171190413692,0.015277713988017118
draft,2,59,2,3,1500,81818.5234375,65454.81874999999,0.01833325678562054,0.022916570982025677
draft,2,59,2,12,6000,81818.5234375,65454.81874999999,0.07333302714248216,0.09166628392810271
draft,2,60,2,0,0,87856.14453125,70284.91562500001,0.0,0.0
draft,2,60,2,1,500,87856.14453125,70284.91562500001,0.005691121579119061,0.007113901973898826
draft,2,60,2,2,1000,87856.14453125,70284.91562500001,0.011382243158238122,0.014227803947797652
draft,2,60,2,3,1500,87856.14453125,70284.91562500001,0.017073364737357183,0.02134170592169648
draft,2,60,2,12,6000,87856.14453125,70284.91562500001,0.06829345894942873,0.08536682368678591
draft,2,61,2,0,0,81779.28515625,65423.428125000006,0.0,0.0
draft,2,61,2,1,500,81779.28515625,65423.428125000006,0.006114017737434177,0.00764252217179272
draft,2,61,2,2,1000,81779.28515625,65423.428125000006,0.012228035474868355,0.01528504434358544
draft,2,61,2,3,1500,81779.28515625,65423.428125000006,0.01834205321230253,0.02292756651537816
draft,2,61,2,12,6000,81779.28515625,65423.428125000006,0.07336821284921012,0.09171026606151264
draft,2,62,2,0,0,79689.4609375,63751.56874999999,0.0,0.0
draft,2,62,2,1,500,79689.4609375,63751.56874999999,0.006274355405567961,0.007842944256959953
draft,2,62,2,2,1000,79689.4609375,63751.56874999999,0.012548710811135922,0.015685888513919905
draft,2,62,2,3,1500,79689.4609375,63751.56874999999,0.018823066216703883,0.023528832770879856
draft,2,62,2,12,6000,79689.4609375,63751.56874999999,0.07529226486681553,0.09411533108351942
draft,2,63,2,0,0,74967.48046875,59973.984375,0.0,0.0
draft,2,63,2,1,500,74967.48046875,59973.984375,0.006669558545567284,0.008336948181959104
draft,2,63,2,2,1000,74967.48046875,59973.984375,0.013339117091134568,0.01667389636391821
draft,2,63,2,3,1500,74967.48046875,59973.984375,0.02000867563670185,0.025010844545877313
draft,2,63,2,12,6000,74967.48046875,59973.984375,0.0800347025468074,0.10004337818350925
flat,0,0,0,0,0,6044.328125,4835.462500000001,0.0,0.0
flat,0,1,0,0,0,8417.875,6734.300000000001,0.0,0.0
flat,0,2,0,0,0,13805.58203125,11044.465625,0.0,0.0
flat,0,3,0,0,0,13653.3203125,10922.65625,0.0,0.0
flat,0,4,0,0,0,19434.1171875,15547.293749999999,0.0,0.0
flat,0,5,0,0,0,18229.10546875,14583.284375,0.0,0.0
flat,0,6,0,0,0,20576.74609375,16461.396875,0.0,0.0
flat,0,7,0,0,0,19220.921875,15376.7375,0.0,0.0
flat,0,8,0,0,0,23781.2890625,19025.03125,0.0,0.0
flat,0,9,0,0,0,21883.22265625,17506.578125,0.0,0.0
flat,0,10,0,0,0,24328.27734375,19462.621874999997,0.0,0.0
flat,0,11,0,0,0,22170.41796875,17736.334375000002,0.0,0.0
flat,0,12,0,0,0,28088.4453125,22470.756250000002,0.0,0.0
flat,0,13,0,0,0,25302.33203125,20241.865625,0.0,0.0
flat,0,14,0,0,0,26568.52734375,21254.821875,0.0,0.0
flat,0,15,0,0,0,24527.96875,19622.375,0.0,0.0
flat,0,16,0,0,0,70189.9296875,56151.94375,0.0,0.0
flat,0,17,0,0,0,59672.5390625,47738.03125,0.0,0.0
flat,0,18,0,0,0,57919.48828125,46335.590625,0.0,0.0
flat,0,19,0,0,0,51068.5703125,40854.856250000004,0.0,0.0
flat,0,20,0,0,0,59283.27734375,47426.621875,0.0,0.0
flat,0,21,0,0,0,52361.24609375,41888.996875,0.0,0.0
flat,0,22,0,0,0,51263.390625,41010.712499999994,0.0,0.0
flat,0,23,0,0,0,46715.87109375,37372.696874999994,0.0,0.0
flat,0,24,0,0,0,67504.87109375,54003.896875,0.0,0.0
flat,0,25,0,0,0,58504.04296875,46803.234375,0.0,0.0
flat,0,26,0,0,0,56973.9609375,45579.16875,0.0,0.0
flat,0,27,0,0,0,51161.515625,40929.2125,0.0,0.0
flat,0,28,0,0,0,57611.09375,46088.875,0.0,0.0
flat,0,29,0,0,0,51947.58984375,41558.071874999994,0.0,0.0
flat,0,30,0,0,0,51167.26953125,40933.815624999996,0.0,0.0
flat,0,31,0,0,0,47081.1796875,37664.943750000006,0.0,0.0
flat,0,32,0,0,0,117403.984375,93923.1875,0.0,0.0
flat,0,33,0,0,0,97838.40625,78270.72499999999,0.0,0.0
flat,0,34,0,0,0,92745.88671875,74196.709375,0.0,0.0
flat,0,35,0,0,0,80490.32421875,64392.25937500001,0.0,0.0
flat,0,36,0,0,0,92226.22265625,73780.978125,0.0,0.0
flat,0,37,0,0,0,80247.8984375,64198.31875,0.0,0.0
flat,0,38,0,0,0,76871.0625,61496.850000000006,0.0,0.0
flat,0,39,0,0,0,69285.10546875,55428.084375000006,0.0,0.0
flat,0,40,0,0,0,104491.08984375,83592.87187500001,0.0,0.0
flat,0,41,0,0,0,89218.97265625,71375.17812499999,0.0,0.0
flat,0,42,0,0,0,85332.8515625,68266.28125,0.0,0.0
flat,0,43,0,0,0,75888.4296875,60710.74375000001,0.0,0.0
flat,0,44,0,0,0,84737.2421875,67789.79375,0.0,0.0
flat,0,45,0,0,0,75322.37890625,60257.903125,0.0,0.0
flat,0,46,0,0,0,73016.55859375,58413.246875,0.0,0.0
flat,0,47,0,0,0,66631.20703125,53304.965625000004,0.0,0.0
flat,0,48,0,0,0,122140.2890625,97712.23125000001,0.0,0.0
flat,0,49,0,0,0,105893.79296875,84715.034375,0.0,0.0
flat,0,50,0,0,0,101188.296875,80950.6375,0.0,0.0
flat,0,51,0,0,0,90635,72508,0.0,0.0
flat,0,52,0,0,0,99655.1953125,79724.15625,0.0,0.0
flat,0,53,0,0,0,89618.78125,71695.025,0.0,0.0
flat,0,54,0,0,0,86860.2421875,69488.19375,0.0,0.0
flat,0,55,0,0,0,79726.5234375,63781.21875,0.0,0.0
flat,0,56,0,0,0,109459.9765625,87567.98125,0.0,0.0
flat,0,57,0,0,0,97224.546875,77779.6375,0.0,0.0
flat,0,58,0,0,0,93958.046875,75166.4375,0.0,0.0
flat,0,59,0,0,0,85211.73046875,68169.384375,0.0,0.0
flat,0,60,0,0,0,92662.0546875,74129.64374999999,0.0,0.0
flat,0,61,0,0,0,84493.99609375,67595.196875,0.0,0.0
flat,0,62,0,0,0,82367.85546875,65894.284375,0.0,0.0
flat,0,63,0,0,0,76218.08984375,60974.471875,0.0,0.0
flat,1,0,1,0,0,6079.578125,4863.6625,0.0,0.0
flat,1,0,1,1,500,6079.578125,4863.6625,0.08224254869658411,0.10280318587073013
flat,1,0,1,2,1000,6079.578125,4863.6625,0.16448509739316822,0.20560637174146026
flat,1,0,1,3,1500,6079.578125,4863.6625,0.2467276460897523,0.30840955761219035
flat,1,0,1,6,3000,6079.578125,4863.6625,0.4934552921795046,0.6168191152243807
flat,1,1,1,0,0,8037.242187499999,6429.793749999999,0.0,0.0
flat,1,1,1,1,500,8037.242187499999,6429.793749999999,0.06221039360710443,0.07776299200888055
flat,1,1,1,2,1000,8037.242187499999,6429.793749999999,0.12442078721420886,0.1555259840177611
flat,1,1,1,3,1500,8037.242187499999,6429.793749999999,0.1866311808213133,0.23328897602664164
flat,1,1,1,6,3000,8037.242187499999,6429.793749999999,0.3732623616426266,0.4665779520532833
flat,1,2,1,0,0,12799.27734375,10239.421875,0.0,0.0
flat,1,2,1,1,500,12799.27734375,10239.421875,0.039064705496373545,0.04883088187046693
flat,1,2,1,2,1000,12799.27734375,10239.421875,0.07812941099274709,0.09766176374093385
flat,1,2,1,3,1500,12799.27734375,10239.421875,0.11719411648912063,0.1464926456114008
flat,1,2,1,6,3000,12799.27734375,10239.421875,0.23438823297824127,0.2929852912228016
flat,1,3,1,0,0,13304.47265625,10643.578125,0.0,0.0
flat,1,3,1,1,500,13304.47265625,10643.578125,0.037581346733432275,0.04697668341679035
flat,1,3,1,2,1000,13304.47265625,10643.578125,0.07516269346686455,0.0939533668335807
flat,1,3,1,3,1500,13304.47265625,10643.578125,0.11274404020029684,0.14093005025037103
flat,1,3,1,6,3000,13304.47265625,10643.578125,0.22548808040059368,0.28186010050074206
flat,1,4,1,0,0,17515.6796875,14012.54375,0.0,0.0
flat,1,4,1,1,500,17515.6796875,14012.54375,0.028545851997785913,0.03568231499723239
flat,1,4,1,2,1000,17515.6796875,14012.54375,0.05709170399557183,0.07136462999446477
flat,1,4,1,3,1500,17515.6796875,14012.54375,0.08563755599335773,0.10704694499169716
flat,1,4,1,6,3000,17515.6796875,14012.54375,0.17127511198671547,0.21409388998339432
flat,1,5,1,0,0,17472.27734375,13977.821875,0.0,0.0
flat,1,5,1,1,500,17472.27734375,13977.821875,0.028616761865839703,0.03577095233229963
flat,1,5,1,2,1000,17472.27734375,13977.821875,0.057233523731679406,0.07154190466459925
flat,1,5,1,3,1500,17472.27734375,13977.821875,0.0858502855975191,0.10731285699689888
flat,1,5,1,6,3000,17472.27734375,13977.821875,0.1717005711950382,0.21462571399379776
flat,1,6,1,0,0,20130.76171875,16104.609375,0.0,0.0
flat,1,6,1,1,500,20130.76171875,16104.609375,0.024837609574122316,0.031047011967652895
flat,1,6,1,2,1000,20130.76171875,16104.609375,0.04967521914824463,0.06209402393530579
flat,1,6,1,3,1500,20130.76171875,16104.609375,0.07451282872236695,0.09314103590295868
flat,1,6,1,6,3000,20130.76171875,16104.609375,0.1490256574447339,0.18628207180591735
flat,1,7,1,0,0,19012.16015625,15209.728125000001,0.0,0.0
flat,1,7,1,1,500,19012.16015625,15209.728125000001,0.02629895792433831,0.03287369740542288
flat,1,7,1,2,1000,19012.16015625,15209.728125000001,0.05259791584867662,0.06574739481084577
flat,1,7,1,3,1500,19012.16015625,15209.728125000001,0.07889687377301492,0.09862109221626865
flat,1,7,1,6,3000,19012.16015625,15209.728125000001,0.15779374754602984,0.1972421844325373
flat,1,8,1,0,0,20409.93359375,16327.946875,0.0,0.0
flat,1,8,1,1,500,20409.93359375,16327.946875,0.02449787490504681,0.030622343631308516
flat,1,8,1,2,1000,20409.93359375,16327.946875,0.04899574981009362,0.06124468726261703
flat,1,8,1,3,1500,20409.93359375,16327.946875,0.07349362471514043,0.09186703089392555
flat,1,8,1,6,3000,20409.93359375,16327.946875,0.14698724943028085,0.1837340617878511
flat,1,9,1,0,0,20600.2578125,16480.20625,0.0,0.0
flat,1,9,1,1,500,20600.2578125,16480.20625,0.024271540897736033,0.030339426122170044
flat,1,9,1,2,1000,20600.2578125,16480.20625,0.048543081795472065,0.06067885224434009
flat,1,9,1,3,1500,20600.2578125,16480.20625,0.0728146226932081,0.09101827836651014
flat,1,9,1,6,3000,20600.2578125,16480.20625,0.1456292453864162,0.18203655673302027
flat,1,10,1,0,0,23441.76171875,18753.409375,0.0,0.0
flat,1,10,1,1,500,23441.76171875,18753.409375,0.021329454927445694,0.026661818659307116
flat,1,10,1,2,1000,23441.76171875,18753.409375,0.04265890985489139,0.05332363731861423
flat,1,10,1,3,1500,23441.76171875,18753.409375,0.06398836478233708,0.07998545597792135
flat,1,10,1,6,3000,23441.76171875,18753.409375,0.12797672956467415,0.1599709119558427
flat,1,11,1,0,0,21748.1015625,17398.481249999997,0.0,0.0
flat,1,11,1,1,500,21748.1015625,17398.481249999997,0.02299051246211505,0.028738140577643814
flat,1,11,1,2,1000,21748.1015625,17398.481249999997,0.0459810249242301,0.05747628115528763
flat,1,11,1,3,1500,21748.1015625,17398.481249999997,0.06897153738634515,0.08621442173293145
flat,1,11,1,6,3000,21748.1015625,17398.481249999997,0.1379430747726903,0.1724288434658629
flat,1,12,1,0,0,26951.2734375,21561.018750000003,0.0,0.0
flat,1,12,1,1,500,26951.2734375,21561.018750000003,0.018551999079357045,0.023189998849196303
flat,1,12,1,2,1000,26951.2734375,21561.018750000003,0.03710399815871409,0.04637999769839261
flat,1,12,1,3,1500,26951.2734375,21561.018750000003,0.05565599723807114,0.06956999654758891
flat,1,12,1,6,3000,26951.2734375,21561.018750000003,0.11131199447614228,0.13913999309517783
flat,1,13,1,0,0,24771.96875,19817.575,0.0,0.0
flat,1,13,1,1,500,24771.96875,19817.575,0.02018410426099056,0.0252301303262382
flat,1,13,1,2,1000,24771.96875,19817.575,0.04036820852198112,0.0504602606524764
flat,1,13,1,3,1500,24771.96875,19817.575,0.06055231278297168,0.07569039097871459
flat,1,13,1,6,3000,24771.96875,19817.575,0.12110462556594336,0.15138078195742918
flat,1,14,1,0,0,26213.34765625,20970.678125,0.0,0.0
flat,1,14,1,1,500,26213.34765625,20970.678125,0.019074252039715574,0.02384281504964447
flat,1,14,1,2,1000,26213.34765625,20970.678125,0.03814850407943115,0.04768563009928894
flat,1,14,1,3,1500,26213.34765625,20970.678125,0.05722275611914672,0.0715284451489334
flat,1,14,1,6,3000,26213.34765625,20970.678125,0.11444551223829344,0.1430568902978668
flat,1,15,1,0,0,24385.18359375,19508.146875,0.0,0.0
flat,1,15,1,1,500,24385.18359375,19508.146875,0.020504254072056756,0.025630317590070947
flat,1,15,1,2,1000,24385.18359375,19508.146875,0.04100850814411351,0.05126063518014189
flat,1,15,1,3,1500,24385.18359375,19508.146875,0.06151276221617026,0.07689095277021284
flat,1,15,1,6,3000,24385.18359375,19508.146875,0.12302552443234052,0.15378190554042567
flat,1,16,1,0,0,57996.8515625,46397.48125,0.0,0.0
flat,1,16,1,1,500,57996.8515625,46397.48125,0.008621157640965693,0.010776447051207118
flat,1,16,1,2,1000,57996.8515625,46397.48125,0.017242315281931386,0.021552894102414236
flat,1,16,1,3,1500,57996.8515625,46397.48125,0.02586347292289708,0.032329341153621356
flat,1,16,1,6,3000,57996.8515625,46397.48125,0.05172694584579416,0.06465868230724271
flat,1,17,1,0,0,53915.12890625,43132.103125,0.0,0.0
flat,1,17,1,1,500,53915.12890625,43132.103125,0.009273834824162658,0.011592293530203322
flat,1,17,1,2,1000,53915.12890625,43132.103125,0.018547669648325316,0.023184587060406645
flat,1,17,1,3,1500,53915.12890625,43132.103125,0.027821504472487973,0.03477688059060997
flat,1,17,1,6,3000,53915.12890625,43132.103125,0.055643008944975945,0.06955376118121993
flat,1,18,1,0,0,53852.35546875,43081.884374999994,0.0,0.0
flat,1,18,1,1,500,53852.35546875,43081.884374999994,0.00928464494538489,0.011605806181731114
flat,1,18,1,2,1000,53852.35546875,43081.884374999994,0.01856928989076978,0.02321161236346223
flat,1,18,1,3,1500,53852.35546875,43081.884374999994,0.02785393483615467,0.03481741854519334
flat,1,18,1,6,3000,53852.35546875,43081.884374999994,0.05570786967230934,0.06963483709038668
flat,1,19,1,0,0,48382.00390625,38705.603125,0.0,0.0
flat,1,19,1,1,500,48382.00390625,38705.603125,0.01033442105806225,0.01291802632257781
flat,1,19,1,2,1000,48382.00390625,38705.603125,0.0206688421161245,0.02583605264515562
flat,1,19,1,3,1500,48382.00390625,38705.603125,0.031003263174186748,0.03875407896773343
flat,1,19,1,6,3000,48382.00390625,38705.603125,0.062006526348373496,0.07750815793546686
flat,1,20,1,0,0,55736.0390625,44588.83125,0.0,0.0
flat,1,20,1,1,500,55736.0390625,44588.83125,0.008970856350938779,0.011213570438673473
flat,1,20,1,2,1000,55736.0390625,44588.83125,0.017941712701877558,0.022427140877346947
flat,1,20,1,3,1500,55736.0390625,44588.83125,0.02691256905281634,0.03364071131602042
flat,1,20,1,6,3000,55736.0390625,44588.83125,0.05382513810563268,0.06728142263204084
flat,1,21,1,0,0,49991.47265625,39993.178125000006,0.0,0.0
flat,1,21,1,1,500,49991.47265625,39993.178125000006,0.01000170575966198,0.012502132199577473
flat,1,21,1,2,1000,49991.47265625,39993.178125000006,0.02000341151932396,0.025004264399154947
flat,1,21,1,3,1500,49991.47265625,39993.178125000006,0.03000511727898594,0.03750639659873242
flat,1,21,1,6,3000,49991.47265625,39993.178125000006,0.06001023455797188,0.07501279319746484
flat,1,22,1,0,0,49612.7421875,39690.19375,0.0,0.0
flat,1,22,1,1,500,49612.7421875,39690.19375,0.010078056119340562,0.012597570149175702
flat,1,22,1,2,1000,49612.7421875,39690.19375,0.020156112238681124,0.025195140298351404
flat,1,22,1,3,1500,49612.7421875,39690.19375,0.030234168358021684,0.037792710447527106
flat,1,22,1,6,3000,49612.7421875,39690.19375,0.06046833671604337,0.07558542089505421
flat,1,23,1,0,0,45294.5546875,36235.64375,0.0,0.0
flat,1,23,1,1,500,45294.5546875,36235.64375,0.011038854525663009,0.013798568157078759
flat,1,23,1,2,1000,45294.5546875,36235.64375,0.022077709051326017,0.027597136314157517
flat,1,23,1,3,1500,45294.5546875,36235.64375,0.03311656357698903,0.04139570447123628
flat,1,23,1,6,3000,45294.5546875,36235.64375,0.06623312715397806,0.08279140894247256
flat,1,24,1,0,0,61909.77343749999,49527.81874999999,0.0,0.0
flat,1,24,1,1,500,61909.77343749999,49527.81874999999,0.00807626925827417,0.010095336572842714
flat,1,24,1,2,1000,61909.77343749999,49527.81874999999,0.01615253851654834,0.020190673145685428
flat,1,24,1,3,1500,61909.77343749999,49527.81874999999,0.02422880777482251,0.03028600971852814
flat,1,24,1,6,3000,61909.77343749999,49527.81874999999,0.04845761554964502,0.06057201943705628
flat,1,25,1,0,0,55110.4375,44088.35,0.0,0.0
flat,1,25,1,1,500,55110.4375,44088.35,0.009072691538694463,0.011340864423368078
flat,1,25,1,2,1000,55110.4375,44088.35,0.018145383077388926,0.022681728846736155
flat,1,25,1,3,1500,55110.4375,44088.35,0.027218074616083388,0.034022593270104234
flat,1,25,1,6,3000,55110.4375,44088.35,0.054436149232166775,0.06804518654020847
flat,1,26,1,0,0,54464.6015625,43571.681249999994,0.0,0.0
flat,1,26,1,1,500,54464.6015625,43571.681249999994,0.009180274630784416,0.011475343288480521
flat,1,26,1,2,1000,54464.6015625,43571.681249999994,0.018360549261568833,0.022950686576961043
flat,1,26,1,3,1500,54464.6015625,43571.681249999994,0.027540823892353246,0.03442602986544156
flat,1,26,1,6,3000,54464.6015625,43571.681249999994,0.05508164778470649,0.06885205973088313
flat,1,27,1,0,0,49201.22265625,39360.978125,0.0,0.0
flat,1,27,1,1,500,49201.22265625,39360.978125,0.010162349084154016,0.01270293635519252
flat,1,27,1,2,1000,49201.22265625,39360.978125,0.020324698168308033,0.02540587271038504
flat,1,27,1,3,1500,49201.22265625,39360.978125,0.030487047252462048,0.03810880906557756
flat,1,27,1,6,3000,49201.22265625,39360.978125,0.060974094504924095,0.07621761813115512
flat,1,28,1,0,0,55664.77734375,44531.821874999994,0.0,0.0
flat,1,28,1,1,500,55664.77734375,44531.821874999994,0.008982340788184965,0.011227925985231209
flat,1,28,1,2,1000,55664.77734375,44531.821874999994,0.01796468157636993,0.022455851970462418
flat,1,28,1,3,1500,55664.77734375,44531.821874999994,0.026947022364554898,0.033683777955693626
flat,1,28,1,6,3000,55664.77734375,44531.821874999994,0.053894044729109795,0.06736755591138725
flat,1,29,1,0,0,50302.8046875,40242.243749999994,0.0,0.0
flat,1,29,1,1,500,50302.8046875,40242.243749999994,0.009939803617436217,0.012424754521795273
flat,1,29,1,2,1000,50302.8046875,40242.243749999994,0.019879607234872435,0.024849509043590547
flat,1,29,1,3,1500,50302.8046875,40242.243749999994,0.029819410852308652,0.037274263565385816
flat,1,29,1,6,3000,50302.8046875,40242.243749999994,0.059638821704617304,0.07454852713077163
flat,1,30,1,0,0,49905.8359375,39924.668750000004,0.0,0.0
flat,1,30,1,1,500,49905.8359375,39924.668750000004,0.010018868346903943,0.012523585433629927
flat,1,30,1,2,1000,49905.8359375,39924.668750000004,0.020037736693807887,0.025047170867259855
flat,1,30,1,3,1500,49905.8359375,39924.668750000004,0.030056605040711826,0.03757075630088978
flat,1,30,1,6,3000,49905.8359375,39924.668750000004,0.06011321008142365,0.07514151260177956
flat,1,31,1,0,0,45966.625,36773.3,0.0,0.0
flat,1,31,1,1,500,45966.625,36773.3,0.010877457285584922,0.013596821606981151
flat,1,31,1,2,1000,45966.625,36773.3,0.021754914571169844,0.027193643213962303
flat,1,31,1,3,1500,45966.625,36773.3,0.032632371856754765,0.04079046482094345
flat,1,31,1,6,3000,45966.625,36773.3,0.06526474371350953,0.0815809296418869
flat,1,32,1,0,0,96107.82421875,76886.259375,0.0,0.0
flat,1,32,1,1,500,96107.82421875,76886.259375,0.0052024900580618216,0.006503112572577277
flat,1,32,1,2,1000,96107.82421875,76886.259375,0.010404980116123643,0.013006225145154555
flat,1,32,1,3,1500,96107.82421875,76886.259375,0.015607470174185463,0.01950933771773183
flat,1,32,1,6,3000,96107.82421875,76886.259375,0.031214940348370926,0.03901867543546366
flat,1,33,1,0,0,87720.4140625,70176.33125,0.0,0.0
flat,1,33,1,1,500,87720.4140625,70176.33125,0.0056999274951410345,0.007124909368926293
flat,1,33,1,2,1000,87720.4140625,70176.33125,0.011399854990282069,0.014249818737852585
flat,1,33,1,3,1500,87720.4140625,70176.33125,0.017099782485423102,0.02137472810677888
flat,1,33,1,6,3000,87720.4140625,70176.33125,0.034199564970846204,0.04274945621355776
flat,1,34,1,0,0,85804.1328125,68643.30625000001,0.0,0.0
flat,1,34,1,1,500,85804.1328125,68643.30625000001,0.005827225141854236,0.007284031427317794
flat,1,34,1,2,1000,85804.1328125,68643.30625000001,0.011654450283708472,0.014568062854635588
flat,1,34,1,3,1500,85804.1328125,68643.30625000001,0.01748167542556271,0.02185209428195338
flat,1,34,1,6,3000,85804.1328125,68643.30625000001,0.03496335085112542,0.04370418856390676
flat,1,35,1,0,0,75599.40625,60479.525,0.0,0.0
flat,1,35,1,1,500,75599.40625,60479.525,0.00661380855752422,0.008267260696905275
flat,1,35,1,2,1000,75599.40625,60479.525,0.01322761711504844,0.01653452139381055
flat,1,35,1,3,1500,75599.40625,60479.525,0.01984142567257266,0.024801782090715825
flat,1,35,1,6,3000,75599.40625,60479.525,0.03968285134514532,0.04960356418143165
flat,1,36,1,0,0,85767.70703125,68614.165625,0.0,0.0
flat,1,36,1,1,500,85767.70703125,68614.165625,0.005829699980411297,0.0072871249755141225
flat,1,36,1,2,1000,85767.70703125,68614.165625,0.011659399960822594,0.014574249951028245
flat,1,36,1,3,1500,85767.70703125,68614.165625,0.01748909994123389,0.021861374926542367
flat,1,36,1,6,3000,85767.70703125,68614.165625,0.03497819988246778,0.04372274985308473
flat,1,37,1,0,0,75742.73046875,60594.184375,0.0,0.0
flat,1,37,1,1,500,75742.73046875,60594.184375,0.006601293575048637,0.008251616968810797
flat,1,37,1,2,1000,75742.73046875,60594.184375,0.013202587150097273,0.016503233937621594
flat,1,37,1,3,1500,75742.73046875,60594.184375,0.01980388072514591,0.02475485090643239
flat,1,37,1,6,3000,75742.73046875,60594.184375,0.03960776145029182,0.04950970181286478
flat,1,38,1,0,0,73695.44140625,58956.35312500001,0.0,0.0
flat,1,38,1,1,500,73695.44140625,58956.35312500001,0.00678468017097182,0.008480850213714773
flat,1,38,1,2,1000,73695.44140625,58956.35312500001,0.01356936034194364,0.016961700427429546
flat,1,38,1,3,1500,73695.44140625,58956.35312500001,0.02035404051291546,0.025442550641144323
flat,1,38,1,6,3000,73695.44140625,58956.35312500001,0.04070808102583092,0.050885101282288646
flat,1,39,1,0,0,66602,53281.6,0.0,0.0
flat,1,39,1,1,500,66602,53281.6,0.007507282063601694,0.009384102579502117
flat,1,39,1,2,1000,66602,53281.6,0.015014564127203388,0.018768205159004233
flat,1,39,1,3,1500,66602,53281.6,0.02252184619080508,0.02815230773850635
flat,1,39,1,6,3000,66602,53281.6,0.04504369238161016,0.0563046154770127
flat,1,40,1,0,0,94358.4140625,75486.73125000001,0.0,0.0
flat,1,40,1,1,500,94358.4140625,75486.73125000001,0.00529894450821117,0.006623680635263961
flat,1,40,1,2,1000,94358.4140625,75486.73125000001,0.01059788901642234,0.013247361270527922
flat,1,40,1,3,1500,94358.4140625,75486.73125000001,0.01589683352463351,0.019871041905791885
flat,1,40,1,6,3000,94358.4140625,75486.73125000001,0.03179366704926702,0.03974208381158377
flat,1,41,1,0,0,83144.23046875,66515.384375,0.0,0.0
flat,1,41,1,1,500,83144.23046875,66515.384375,0.006013646373068862,0.007517057966336078
flat,1,41,1,2,1000,83144.23046875,66515.384375,0.012027292746137725,0.015034115932672155
flat,1,41,1,3,1500,83144.23046875,66515.384375,0.018040939119206584,0.022551173899008233
flat,1,41,1,6,3000,83144.23046875,66515.384375,0.03608187823841317,0.045102347798016466
flat,1,42,1,0,0,80767.55859375,64614.046875,0.0,0.0
flat,1,42,1,1,500,80767.55859375,64614.046875,0.006190604355331984,0.00773825544416498
flat,1,42,1,2,1000,80767.55859375,64614.046875,0.012381208710663968,0.01547651088832996
flat,1,42,1,3,1500,80767.55859375,64614.046875,0.018571813065995955,0.023214766332494943
flat,1,42,1,6,3000,80767.55859375,64614.046875,0.03714362613199191,0.046429532664989885
flat,1,43,1,0,0,72518.0078125,58014.40625,0.0,0.0
flat,1,43,1,1,500,72518.0078125,58014.40625,0.00689483915902354,0.008618548948779425
flat,1,43,1,2,1000,72518.0078125,58014.40625,0.01378967831804708,0.01723709789755885
flat,1,43,1,3,1500,72518.0078125,58014.40625,0.02068451747707062,0.025855646846338273
flat,1,43,1,6,3000,72518.0078125,58014.40625,0.04136903495414124,0.051711293692676547
flat,1,44,1,0,0,80625.2109375,64500.168750000004,0.0,0.0
flat,1,44,1,1,500,80625.2109375,64500.168750000004,0.006201534162652869,0.007751917703316086
flat,1,44,1,2,1000,80625.2109375,64500.168750000004,0.012403068325305739,0.015503835406632171
flat,1,44,1,3,1500,80625.2109375,64500.168750000004,0.018604602487958605,0.023255753109948256
flat,1,44,1,6,3000,80625.2109375,64500.168750000004,0.03720920497591721,0.04651150621989651
flat,1,45,1,0,0,72474.44921875,57979.559375,0.0,0.0
flat,1,45,1,1,500,72474.44921875,57979.559375,0.0068989830952815865,0.008623728869101984
flat,1,45,1,2,1000,72474.44921875,57979.559375,0.013797966190563173,0.017247457738203967
flat,1,45,1,3,1500,72474.44921875,57979.559375,0.020696949285844757,0.02587118660730595
flat,1,45,1,6,3000,72474.44921875,57979.559375,0.041393898571689514,0.0517423732146119
